Time (s),x,y,z
15.655,-0.98,-0.55,-0.05
15.657,-0.93,-0.49,0.05
15.66,-0.83,-0.43,0.14
15.667,-0.73,-0.44,0.21
15.67,-0.65,-0.48,0.25
15.675,-0.57,-0.54,0.25
15.686,-0.49,-0.63,0.25
15.687,-0.43,-0.72,0.21
15.69,-0.39,-0.78,0.14
15.694,-0.35,-0.84,0.07
15.701,-0.33,-0.85,-0.02
15.704,-0.3,-0.84,-0.07
15.71,-0.3,-0.84,-0.12
15.717,-0.28,-0.83,-0.14
15.721,-0.27,-0.82,-0.17
15.725,-0.26,-0.83,-0.16
15.747,-0.25,-0.83,-0.16
15.748,-0.26,-0.84,-0.12
15.749,-0.27,-0.82,-0.1
15.75,-0.27,-0.83,-0.09
15.751,-0.28,-0.84,-0.05
15.754,-0.3,-0.84,-0.03
15.76,-0.35,-0.83,0
15.767,-0.4,-0.82,0
15.768,-0.44,-0.79,-0.02
15.775,-0.49,-0.76,-0.04
15.779,-0.53,-0.73,-0.04
15.786,-0.57,-0.7,-0.03
15.789,-0.6,-0.67,-0.04
15.793,-0.61,-0.64,-0.01
15.802,-0.63,-0.62,-0.01
15.805,-0.65,-0.59,0.01
15.808,-0.65,-0.58,0.02
15.82,-0.65,-0.59,0.06
15.83,-0.66,-0.62,0.06
15.831,-0.67,-0.65,0.05
15.832,-0.66,-0.69,0.03
15.833,-0.67,-0.71,0.03
15.855,-0.65,-0.76,-0.02
15.856,-0.64,-0.79,-0.05
15.857,-0.65,-0.82,-0.06
15.859,-0.65,-0.82,-0.08
15.86,-0.66,-0.83,-0.06
15.869,-0.69,-0.84,-0.08
15.87,-0.72,-0.83,-0.07
15.872,-0.76,-0.83,-0.06
15.878,-0.79,-0.84,-0.05
15.886,-0.82,-0.85,-0.03
15.888,-0.84,-0.86,-0.03
15.893,-0.86,-0.85,0.02
15.901,-0.88,-0.86,0.07
15.903,-0.88,-0.85,0.13
15.907,-0.86,-0.87,0.17
15.917,-0.85,-0.87,0.23
15.918,-0.83,-0.88,0.24
15.922,-0.81,-0.88,0.22
15.927,-0.8,-0.88,0.19
15.946,-0.79,-0.89,0.14
15.947,-0.82,-0.9,0.09
15.948,-0.82,-0.93,0.04
15.949,-0.83,-0.96,-0.01
15.952,-0.83,-1,-0.07
15.958,-0.84,-1.02,-0.12
15.967,-0.87,-1.05,-0.14
15.968,-0.92,-1.05,-0.17
15.972,-0.98,-1.04,-0.18
15.977,-1.05,-1.01,-0.18
15.983,-1.09,-0.98,-0.17
15.986,-1.11,-0.96,-0.14
15.992,-1.11,-0.91,-0.05
15.999,-1.11,-0.87,0.04
16.002,-1.08,-0.84,0.12
16.007,-1.06,-0.81,0.23
16.011,-1.04,-0.79,0.34
16.017,-1,-0.8,0.43
16.022,-0.96,-0.82,0.5
16.026,-0.92,-0.83,0.54
16.045,-0.89,-0.85,0.56
16.046,-0.86,-0.89,0.55
16.047,-0.85,-0.94,0.52
16.048,-0.84,-1,0.5
16.051,-0.84,-1.03,0.48
16.056,-0.85,-1.05,0.45
16.061,-0.89,-1.07,0.45
16.067,-0.95,-1.08,0.43
16.071,-1.01,-1.13,0.46
16.076,-1.07,-1.2,0.56
16.083,-1.07,-1.32,0.66
16.085,-0.99,-1.44,0.68
16.091,-0.87,-1.53,0.52
16.101,-0.74,-1.61,0.27
16.102,-0.64,-1.67,0.04
16.106,-0.61,-1.73,-0.13
16.11,-0.55,-1.79,-0.33
16.118,-0.49,-1.86,-0.53
16.121,-0.42,-1.93,-0.7
16.126,-0.38,-1.97,-0.84
16.147,-0.32,-1.99,-0.94
16.148,-0.3,-2,-0.99
16.15,-0.24,-1.97,-1.06
16.151,-0.19,-1.92,-1.09
16.154,-0.14,-1.86,-1.03
16.155,-0.1,-1.76,-0.93
16.159,-0.03,-1.57,-0.52
16.167,-0.04,-1.39,-0.03
16.169,-0.14,-1.26,0.21
16.175,-0.23,-1.15,0.46
16.183,-0.36,-1,0.86
16.184,-0.49,-0.87,1.02
16.19,-0.52,-0.79,0.97
16.194,-0.52,-0.73,0.8
16.2,-0.51,-0.65,0.61
16.204,-0.54,-0.59,0.36
16.209,-0.61,-0.56,0.15
16.216,-0.65,-0.55,-0.06
16.219,-0.7,-0.55,-0.22
16.225,-0.75,-0.55,-0.34
16.261,-0.79,-0.53,-0.36
16.263,-0.79,-0.52,-0.33
16.264,-0.77,-0.53,-0.31
16.266,-0.74,-0.51,-0.26
16.267,-0.69,-0.51,-0.21
16.269,-0.58,-0.53,-0.15
16.27,-0.48,-0.54,-0.13
16.293,-0.38,-0.54,-0.11
16.296,-0.33,-0.52,-0.11
16.297,-0.28,-0.5,-0.11
16.311,-0.24,-0.47,-0.12
16.312,-0.22,-0.44,-0.1
16.313,-0.19,-0.44,-0.12
16.314,-0.17,-0.43,-0.14
16.315,-0.15,-0.43,-0.17
16.316,-0.12,-0.44,-0.17
16.318,-0.11,-0.44,-0.18
16.32,-0.09,-0.45,-0.19
16.322,-0.05,-0.45,-0.19
16.324,-0.02,-0.47,-0.21
16.334,0.01,-0.47,-0.22
16.336,0.03,-0.48,-0.22
16.342,0.08,-0.47,-0.24
16.343,0.09,-0.47,-0.25
16.35,0.11,-0.45,-0.26
16.352,0.14,-0.44,-0.27
16.357,0.15,-0.44,-0.28
16.384,0.16,-0.42,-0.29
16.386,0.17,-0.41,-0.29
16.387,0.19,-0.38,-0.31
16.389,0.2,-0.35,-0.32
16.39,0.22,-0.33,-0.31
16.392,0.28,-0.32,-0.3
16.393,0.33,-0.32,-0.29
16.406,0.39,-0.3,-0.27
16.408,0.48,-0.33,-0.27
16.409,0.56,-0.35,-0.28
16.418,0.56,-0.39,-0.13
16.419,0.46,-0.45,-0.02
16.422,0.33,-0.44,0.1
16.426,0.17,-0.43,0.12
16.447,0.05,-0.48,0.06
16.448,-0.01,-0.55,0.13
16.449,-0.09,-0.65,0.17
16.449,-0.15,-0.77,0.21
16.451,-0.27,-0.94,0.37
16.456,-0.43,-1.13,0.53
16.461,-0.67,-1.38,0.85
16.468,-1.01,-1.73,1.34
16.471,-1.55,-2,2
16.476,-2,-2,2
16.482,-2,-2,2
16.485,-2,-2,1.78
16.49,-2,-2,1.05
16.504,-2,-2,0.45
16.505,-2,-1.93,0.41
16.506,-2,-1.5,0.75
16.51,-1.62,-1.07,0.88
16.518,-1.13,-0.75,0.81
16.52,-0.81,-0.52,0.57
16.525,-0.61,-0.32,0.36
16.546,-0.46,-0.18,0.26
16.547,-0.29,-0.12,0.26
16.548,-0.15,-0.15,0.33
16.549,0,-0.28,0.36
16.55,0.13,-0.45,0.39
16.555,0.22,-0.66,0.39
16.56,0.34,-0.82,0.32
16.567,0.43,-0.95,0.14
16.57,0.47,-0.99,-0.2
16.574,0.45,-0.91,-0.61
16.583,0.43,-0.77,-0.92
16.584,0.36,-0.61,-1.02
16.589,0.34,-0.52,-1.01
16.594,0.35,-0.47,-0.97
16.603,0.35,-0.45,-0.97
16.605,0.31,-0.5,-0.95
16.61,0.27,-0.62,-0.91
16.618,0.21,-0.74,-0.87
16.619,0.14,-0.96,-0.8
16.624,0.06,-1.21,-0.67
16.648,-0.1,-1.45,-0.43
16.649,-0.48,-1.87,0.14
16.652,-1.52,-2,1.71
16.653,-2,-2,1.59
16.654,-1.94,-2,0.97
16.655,-1.88,-2,0.98
16.658,-1.62,-1.77,0.9
16.669,-1.29,-1.45,0.59
16.67,-0.97,-1.12,0.33
16.673,-0.69,-0.84,0.16
16.684,-0.46,-0.57,0.02
16.686,-0.32,-0.46,-0.04
16.689,-0.21,-0.41,-0.1
16.693,-0.13,-0.39,-0.16
16.699,-0.06,-0.43,-0.25
16.703,0.01,-0.5,-0.36
16.709,0.04,-0.59,-0.43
16.719,0.07,-0.67,-0.51
16.721,0.06,-0.75,-0.5
16.723,0.07,-0.78,-0.46
16.748,0.1,-0.82,-0.47
16.749,0.11,-0.88,-0.49
16.75,0.11,-0.94,-0.47
16.75,0.09,-0.99,-0.46
16.751,0.04,-1.04,-0.43
16.753,0.01,-1.07,-0.43
16.757,-0.05,-1.09,-0.38
16.765,-0.11,-1.1,-0.34
16.768,-0.18,-1.11,-0.29
16.772,-0.26,-1.13,-0.26
16.784,-0.35,-1.14,-0.24
16.786,-0.42,-1.14,-0.24
16.787,-0.5,-1.13,-0.25
16.794,-0.61,-1.1,-0.31
16.802,-0.72,-1.07,-0.43
16.804,-0.82,-1.03,-0.49
16.808,-0.9,-0.97,-0.51
16.818,-0.94,-0.89,-0.47
16.82,-0.95,-0.8,-0.41
16.822,-0.94,-0.71,-0.34
16.827,-0.9,-0.63,-0.25
16.849,-0.84,-0.58,-0.16
16.851,-0.79,-0.55,-0.07
16.852,-0.72,-0.53,-0.01
16.854,-0.64,-0.55,0.08
16.855,-0.53,-0.58,0.18
16.857,-0.45,-0.62,0.26
16.868,-0.37,-0.66,0.29
16.869,-0.32,-0.68,0.33
16.872,-0.29,-0.7,0.36
16.877,-0.26,-0.73,0.36
16.884,-0.24,-0.75,0.34
16.886,-0.22,-0.78,0.32
16.891,-0.23,-0.81,0.23
16.902,-0.25,-0.86,0.17
16.904,-0.28,-0.89,0.09
16.906,-0.33,-0.89,-0.01
16.91,-0.37,-0.9,-0.07
16.92,-0.4,-0.88,-0.14
16.922,-0.44,-0.86,-0.15
16.926,-0.49,-0.83,-0.18
16.958,-0.53,-0.8,-0.17
16.959,-0.57,-0.78,-0.16
16.961,-0.61,-0.73,-0.18
16.963,-0.63,-0.7,-0.15
16.964,-0.64,-0.66,-0.13
16.966,-0.64,-0.63,-0.11
16.967,-0.66,-0.6,-0.06
16.968,-0.65,-0.6,-0.03
16.97,-0.66,-0.62,0.01
16.98,-0.62,-0.65,0.02
16.981,-0.6,-0.68,0.02
16.985,-0.59,-0.71,0.02
16.99,-0.57,-0.74,0
17.003,-0.55,-0.78,-0.01
17.006,-0.56,-0.79,-0.06
17.008,-0.56,-0.81,-0.07
17.01,-0.59,-0.83,-0.09
17.021,-0.61,-0.85,-0.07
17.023,-0.64,-0.86,-0.09
17.025,-0.67,-0.88,-0.06
17.056,-0.72,-0.88,-0.05
17.058,-0.76,-0.89,-0.03
17.06,-0.79,-0.9,0.02
17.061,-0.84,-0.89,0.06
17.063,-0.87,-0.88,0.11
17.065,-0.9,-0.88,0.15
17.066,-0.92,-0.88,0.19
17.068,-0.93,-0.88,0.2
17.069,-0.94,-0.89,0.2
17.079,-0.93,-0.89,0.18
17.08,-0.93,-0.9,0.16
17.085,-0.93,-0.9,0.11
17.089,-0.94,-0.87,0.08
17.094,-0.94,-0.88,0.03
17.104,-0.93,-0.88,0.01
17.106,-0.92,-0.93,-0.05
17.108,-0.9,-0.95,-0.09
17.118,-0.93,-0.99,-0.09
17.12,-0.98,-1.02,-0.07
17.123,-1.05,-1.02,-0.04
17.155,-1.11,-1,-0.02
17.156,-1.19,-0.96,0.06
17.158,-1.24,-0.92,0.1
17.159,-1.28,-0.89,0.18
17.161,-1.3,-0.87,0.25
17.162,-1.3,-0.86,0.32
17.164,-1.24,-0.85,0.41
17.165,-1.16,-0.83,0.46
17.173,-1.06,-0.81,0.52
17.174,-0.96,-0.81,0.54
17.183,-0.86,-0.81,0.51
17.184,-0.78,-0.83,0.5
17.187,-0.73,-0.86,0.47
17.192,-0.72,-0.9,0.45
17.2,-0.74,-0.95,0.42
17.203,-0.78,-1,0.38
17.208,-0.83,-1.05,0.37
17.218,-0.9,-1.14,0.37
17.219,-0.96,-1.28,0.43
17.223,-0.97,-1.45,0.49
17.227,-0.9,-1.64,0.52
17.271,-0.81,-1.8,0.39
17.273,-0.73,-1.9,0.21
17.275,-0.66,-1.92,-0.04
17.277,-0.6,-1.95,-0.28
17.278,-0.52,-2,-0.47
17.28,-0.41,-2,-0.64
17.283,-0.32,-2,-0.79
17.284,-0.24,-2,-0.9
17.285,-0.16,-2,-0.97
17.286,-0.09,-2,-1
17.288,0,-2,-1.02
17.289,0.1,-2,-0.95
17.297,0.23,-2,-0.56
17.299,0.35,-1.85,0.06
17.301,0.35,-1.68,0.48
17.306,0.16,-1.51,0.84
17.321,-0.02,-1.36,0.94
17.322,-0.13,-1.25,0.89
17.324,-0.16,-1.15,0.77
17.326,-0.16,-1.04,0.54
17.364,-0.19,-0.94,0.37
17.366,-0.24,-0.86,0.18
17.368,-0.29,-0.76,0.04
17.369,-0.38,-0.69,-0.07
17.371,-0.49,-0.62,-0.15
17.372,-0.57,-0.59,-0.26
17.373,-0.64,-0.55,-0.28
17.375,-0.69,-0.56,-0.29
17.377,-0.72,-0.51,-0.23
17.379,-0.77,-0.45,-0.15
17.388,-0.78,-0.43,-0.13
17.389,-0.79,-0.38,-0.11
17.391,-0.79,-0.35,-0.08
17.399,-0.75,-0.32,-0.06
17.402,-0.69,-0.28,-0.08
17.405,-0.61,-0.31,-0.08
17.41,-0.54,-0.31,-0.05
17.419,-0.48,-0.31,-0.05
17.421,-0.43,-0.32,-0.06
17.425,-0.38,-0.35,-0.09
17.457,-0.33,-0.37,-0.11
17.459,-0.29,-0.37,-0.11
17.461,-0.25,-0.37,-0.13
17.462,-0.21,-0.38,-0.16
17.464,-0.16,-0.37,-0.17
17.465,-0.13,-0.37,-0.18
17.466,-0.08,-0.36,-0.18
17.467,-0.04,-0.37,-0.18
17.476,0,-0.37,-0.17
17.478,0.03,-0.38,-0.17
17.479,0.07,-0.38,-0.15
17.484,0.11,-0.39,-0.15
17.488,0.13,-0.39,-0.16
17.5,0.14,-0.39,-0.18
17.502,0.17,-0.37,-0.19
17.503,0.19,-0.36,-0.2
17.509,0.21,-0.33,-0.22
17.516,0.26,-0.32,-0.21
17.52,0.32,-0.3,-0.22
17.524,0.38,-0.27,-0.22
17.554,0.49,-0.26,-0.18
17.555,0.6,-0.26,-0.14
17.557,0.69,-0.24,-0.14
17.558,0.68,-0.25,-0.11
17.56,0.56,-0.24,0.01
17.561,0.42,-0.2,0.06
17.563,0.24,-0.19,0.04
17.564,0.12,-0.24,-0.06
17.572,0.08,-0.3,-0.02
17.574,0.02,-0.41,0.16
17.582,-0.02,-0.53,0.26
17.584,-0.07,-0.68,0.37
17.588,-0.15,-0.86,0.66
17.599,-0.31,-1.08,1.19
17.6,-0.6,-1.52,2
17.603,-1.16,-2,2
17.608,-2,-2,2
17.619,-2,-2,2
17.621,-2,-2,0.91
17.623,-2,-2,0.48
17.656,-2,-2,0.18
17.658,-2,-2,0.19
17.659,-2,-1.63,0.73
17.66,-1.86,-1.06,0.98
17.662,-1.22,-0.7,0.95
17.663,-0.77,-0.43,0.76
17.665,-0.54,-0.22,0.55
17.666,-0.34,-0.03,0.47
17.667,-0.19,0.05,0.44
17.683,-0.05,0.03,0.44
17.685,0.1,-0.06,0.44
17.687,0.21,-0.21,0.42
17.689,0.34,-0.42,0.37
17.691,0.45,-0.64,0.34
17.699,0.55,-0.82,0.17
17.702,0.56,-0.94,-0.11
17.706,0.52,-0.92,-0.46
17.716,0.46,-0.79,-0.73
17.717,0.45,-0.66,-0.86
17.721,0.43,-0.58,-0.88
17.726,0.44,-0.55,-0.87
17.757,0.45,-0.59,-0.84
17.759,0.4,-0.67,-0.84
17.761,0.35,-0.84,-0.8
17.762,0.27,-1.07,-0.72
17.764,0.17,-1.36,-0.5
17.765,-0.07,-1.73,-0.13
17.767,-0.73,-2,0.49
17.768,-1.74,-2,1.19
17.777,-2,-2,0.68
17.778,-2,-2,0.43
17.781,-1.99,-1.98,0.6
17.786,-1.73,-1.54,0.68
17.791,-1.39,-1.18,0.56
17.8,-0.96,-0.87,0.34
17.801,-0.69,-0.62,0.17
17.805,-0.44,-0.43,0
17.816,-0.21,-0.3,-0.09
17.817,-0.09,-0.26,-0.14
17.82,0,-0.26,-0.17
17.827,0.06,-0.33,-0.2
17.862,0.09,-0.41,-0.25
17.864,0.08,-0.49,-0.3
17.865,0.09,-0.56,-0.34
17.867,0.1,-0.63,-0.37
17.868,0.11,-0.67,-0.4
17.87,0.1,-0.72,-0.41
17.871,0.12,-0.79,-0.42
17.872,0.13,-0.89,-0.45
17.874,0.13,-1,-0.45
17.875,0.09,-1.1,-0.44
17.884,0,-1.2,-0.43
17.885,-0.11,-1.27,-0.4
17.889,-0.26,-1.33,-0.42
17.899,-0.38,-1.37,-0.44
17.9,-0.51,-1.39,-0.57
17.904,-0.64,-1.38,-0.7
17.915,-0.76,-1.34,-0.75
17.916,-0.86,-1.28,-0.73
17.919,-0.94,-1.19,-0.66
17.924,-1,-1.07,-0.49
17.951,-1.03,-0.94,-0.32
17.953,-1.05,-0.8,-0.13
17.956,-1.03,-0.65,0.07
17.957,-0.98,-0.51,0.25
17.958,-0.88,-0.41,0.42
17.96,-0.75,-0.38,0.56
17.961,-0.63,-0.43,0.64
17.969,-0.52,-0.5,0.65
17.971,-0.4,-0.62,0.55
17.974,-0.32,-0.71,0.4
17.983,-0.27,-0.78,0.25
17.984,-0.23,-0.84,0.1
17.989,-0.22,-0.86,-0.03
18,-0.2,-0.86,-0.15
18.002,-0.18,-0.86,-0.22
18.004,-0.16,-0.85,-0.28
18.008,-0.18,-0.82,-0.31
18.016,-0.18,-0.81,-0.28
18.018,-0.18,-0.79,-0.23
18.023,-0.19,-0.79,-0.2
18.051,-0.2,-0.81,-0.13
18.053,-0.2,-0.82,-0.07
18.054,-0.22,-0.82,-0.03
18.055,-0.26,-0.81,-0.01
18.056,-0.33,-0.8,-0.02
18.058,-0.39,-0.79,-0.02
18.059,-0.44,-0.78,0
18.067,-0.5,-0.74,-0.02
18.068,-0.52,-0.73,-0.05
18.073,-0.55,-0.73,-0.08
18.084,-0.56,-0.72,-0.08
18.087,-0.57,-0.73,-0.1
18.088,-0.59,-0.73,-0.09
18.092,-0.61,-0.72,-0.08
18.104,-0.62,-0.71,-0.04
18.106,-0.64,-0.69,-0.01
18.112,-0.64,-0.7,0.01
18.114,-0.67,-0.72,0.06
18.142,-0.67,-0.76,0.11
18.143,-0.66,-0.79,0.16
18.145,-0.64,-0.81,0.22
18.146,-0.64,-0.81,0.25
18.151,-0.63,-0.82,0.26
18.154,-0.61,-0.82,0.24
18.155,-0.62,-0.82,0.18
18.157,-0.64,-0.85,0.15
18.16,-0.67,-0.86,0.11
18.161,-0.69,-0.88,0.07
18.191,-0.73,-0.91,0.07
18.194,-0.75,-0.93,0.03
18.196,-0.78,-0.94,0.05
18.197,-0.8,-0.95,0.03
18.199,-0.81,-0.94,0.06
18.201,-0.8,-0.92,0.06
18.202,-0.82,-0.9,0.09
18.204,-0.84,-0.89,0.09
18.205,-0.84,-0.86,0.11
18.216,-0.88,-0.86,0.12
18.218,-0.91,-0.86,0.12
18.221,-0.94,-0.91,0.07
18.233,-0.95,-0.97,0.05
18.236,-0.98,-1.02,0
18.237,-0.99,-1.06,-0.03
18.24,-1.03,-1.1,0
18.274,-1.1,-1.1,0
18.276,-1.16,-1.09,0.02
18.277,-1.24,-1.05,0
18.279,-1.36,-1.01,-0.02
18.28,-1.44,-0.95,-0.02
18.282,-1.49,-0.88,-0.04
18.284,-1.47,-0.81,-0.03
18.285,-1.4,-0.73,-0.06
18.287,-1.31,-0.67,-0.03
18.291,-1.23,-0.64,0.02
18.299,-1.15,-0.65,0.06
18.301,-1.07,-0.69,0.1
18.305,-0.97,-0.75,0.16
18.317,-0.87,-0.84,0.18
18.319,-0.84,-0.93,0.23
18.32,-0.8,-0.99,0.27
18.324,-0.78,-1.06,0.33
18.333,-0.75,-1.15,0.4
18.336,-0.73,-1.27,0.59
18.342,-0.68,-1.47,0.96
18.345,-0.65,-1.7,1.24
18.351,-0.61,-1.86,1.25
18.387,-0.53,-1.98,1.07
18.39,-0.44,-2,0.64
18.391,-0.36,-2,0.25
18.393,-0.27,-2,-0.12
18.395,-0.18,-2,-0.43
18.396,-0.11,-2,-0.72
18.398,-0.08,-2,-0.93
18.399,-0.03,-2,-1.08
18.401,0,-2,-1.12
18.403,0.04,-2,-1.03
18.405,0.1,-2,-0.81
18.415,0.15,-1.93,-0.57
18.416,0.2,-1.74,-0.31
18.418,0.21,-1.56,-0.11
18.423,0.14,-1.34,0.13
18.433,-0.01,-1.22,0.27
18.435,-0.14,-1.15,0.37
18.438,-0.24,-1.08,0.45
18.474,-0.3,-0.97,0.48
18.477,-0.34,-0.86,0.46
18.479,-0.36,-0.78,0.39
18.484,-0.39,-0.71,0.3
18.486,-0.4,-0.65,0.21
18.487,-0.44,-0.62,0.09
18.489,-0.5,-0.58,-0.04
18.491,-0.6,-0.52,-0.11
18.493,-0.69,-0.5,-0.17
18.495,-0.78,-0.45,-0.22
18.496,-0.87,-0.39,-0.24
18.498,-0.92,-0.35,-0.27
18.509,-0.95,-0.32,-0.31
18.512,-0.98,-0.31,-0.28
18.513,-0.98,-0.32,-0.21
18.518,-0.93,-0.33,-0.19
18.522,-0.83,-0.33,-0.17
18.532,-0.7,-0.4,-0.13
18.534,-0.59,-0.47,-0.12
18.537,-0.47,-0.5,-0.13
18.577,-0.4,-0.51,-0.13
18.579,-0.33,-0.52,-0.14
18.581,-0.27,-0.51,-0.12
18.583,-0.23,-0.5,-0.13
18.584,-0.19,-0.48,-0.13
18.587,-0.15,-0.46,-0.14
18.589,-0.11,-0.45,-0.15
18.592,-0.07,-0.46,-0.12
18.594,-0.02,-0.45,-0.13
18.596,0.03,-0.44,-0.11
18.597,0.06,-0.44,-0.1
18.599,0.1,-0.44,-0.1
18.609,0.12,-0.43,-0.12
18.611,0.16,-0.41,-0.13
18.613,0.18,-0.4,-0.13
18.616,0.2,-0.39,-0.14
18.621,0.21,-0.38,-0.15
18.636,0.22,-0.37,-0.18
18.637,0.24,-0.36,-0.18
18.639,0.24,-0.34,-0.2
18.642,0.26,-0.31,-0.21
18.677,0.28,-0.3,-0.23
18.679,0.3,-0.3,-0.24
18.68,0.34,-0.3,-0.25
18.682,0.38,-0.31,-0.28
18.684,0.45,-0.3,-0.31
18.685,0.51,-0.31,-0.41
18.687,0.42,-0.32,-0.18
18.688,0.26,-0.33,-0.04
18.69,0.17,-0.36,0.09
18.692,0.09,-0.42,0.09
18.701,0.04,-0.45,0.15
18.703,-0.02,-0.53,0.23
18.705,-0.08,-0.6,0.32
18.715,-0.15,-0.71,0.41
18.716,-0.28,-0.84,0.54
18.72,-0.48,-1.06,0.77
18.73,-0.74,-1.32,1.21
18.732,-1.15,-1.68,1.94
18.734,-1.92,-2,2
18.739,-2,-2,2
18.776,-2,-2,1.49
18.779,-2,-2,0.94
18.78,-2,-2,0.83
18.784,-2,-2,0.59
18.786,-2,-2,0.59
18.79,-2,-1.53,0.87
18.793,-1.52,-1.07,0.95
18.794,-1.07,-0.74,0.82
18.796,-0.73,-0.44,0.68
18.798,-0.54,-0.23,0.58
18.8,-0.36,-0.08,0.52
18.802,-0.23,-0.11,0.47
18.804,-0.1,-0.22,0.47
18.814,0.04,-0.46,0.53
18.816,0.14,-0.79,0.51
18.818,0.27,-1.09,0.46
18.823,0.35,-1.33,0.31
18.832,0.3,-1.41,-0.11
18.834,0.22,-1.35,-0.64
18.838,0.15,-1.2,-1
18.874,0.1,-1.08,-1.17
18.876,0.11,-0.99,-1.31
18.878,0.09,-0.92,-1.45
18.88,0.07,-0.99,-1.48
18.882,0,-1.07,-1.34
18.884,-0.07,-1.12,-1.17
18.885,-0.22,-1.11,-0.9
18.887,-0.42,-1.04,-0.56
18.888,-0.71,-1.01,-0.09
18.89,-1.15,-0.94,0.93
18.893,-1.46,-0.93,2
18.904,-1.32,-1.07,2
18.907,-0.77,-1.16,1.63
18.909,-0.41,-1.13,0.76
18.92,-0.2,-1.06,0.02
18.922,-0.09,-0.99,-0.37
18.923,0.02,-0.93,-0.46
18.959,0.09,-0.9,-0.4
18.961,0.14,-0.89,-0.35
18.963,0.16,-0.9,-0.32
18.964,0.15,-0.9,-0.32
18.967,0.11,-0.94,-0.33
18.969,0.09,-0.98,-0.34
18.97,0.05,-1.02,-0.34
18.972,0.03,-1.08,-0.34
18.975,0,-1.15,-0.36
18.976,0,-1.23,-0.36
18.978,-0.02,-1.33,-0.37
18.986,-0.04,-1.42,-0.39
18.988,-0.09,-1.48,-0.39
18.998,-0.15,-1.51,-0.37
19,-0.24,-1.46,-0.38
19.001,-0.32,-1.38,-0.36
19.007,-0.4,-1.28,-0.38
19.017,-0.46,-1.21,-0.38
19.018,-0.51,-1.13,-0.35
19.022,-0.56,-1.06,-0.37
19.03,-0.62,-1.02,-0.37
19.031,-0.68,-0.98,-0.35
19.037,-0.75,-0.93,-0.34
19.075,-0.81,-0.88,-0.34
19.076,-0.89,-0.81,-0.34
19.078,-0.94,-0.76,-0.35
19.079,-0.99,-0.67,-0.33
19.08,-1.01,-0.62,-0.29
19.082,-1.01,-0.55,-0.24
19.083,-0.97,-0.52,-0.19
19.086,-0.89,-0.51,-0.09
19.087,-0.8,-0.53,-0.02
19.089,-0.7,-0.58,0.07
19.09,-0.61,-0.63,0.15
19.098,-0.54,-0.67,0.22
19.1,-0.46,-0.7,0.27
19.105,-0.41,-0.73,0.27
19.138,-0.36,-0.75,0.28
19.147,-0.34,-0.76,0.3
19.152,-0.31,-0.78,0.25
19.154,-0.29,-0.81,0.21
19.159,-0.26,-0.84,0.14
19.161,-0.26,-0.86,0.09
19.163,-0.26,-0.88,0.05
19.164,-0.26,-0.9,-0.02
19.167,-0.27,-0.89,-0.05
19.169,-0.29,-0.85,-0.08
19.17,-0.3,-0.84,-0.13
19.173,-0.3,-0.82,-0.17
19.174,-0.3,-0.81,-0.17
19.176,-0.3,-0.81,-0.2
19.186,-0.3,-0.78,-0.19
19.188,-0.31,-0.76,-0.18
19.191,-0.32,-0.73,-0.16
19.224,-0.34,-0.68,-0.15
19.226,-0.37,-0.64,-0.11
19.228,-0.38,-0.6,-0.08
19.229,-0.4,-0.58,-0.06
19.23,-0.43,-0.56,-0.03
19.231,-0.47,-0.55,0.01
19.233,-0.5,-0.56,0.03
19.234,-0.51,-0.59,0.04
19.235,-0.52,-0.62,0.02
19.239,-0.54,-0.67,0
19.252,-0.54,-0.7,-0.02
19.254,-0.54,-0.75,-0.03
19.255,-0.55,-0.78,-0.05
19.284,-0.58,-0.81,-0.09
19.286,-0.6,-0.85,-0.09
19.288,-0.64,-0.88,-0.09
19.289,-0.68,-0.89,-0.11
19.293,-0.7,-0.92,-0.06
19.294,-0.73,-0.94,-0.05
19.295,-0.75,-0.95,-0.04
19.297,-0.79,-0.96,0
19.298,-0.81,-0.97,0.04
19.308,-0.84,-0.98,0.06
19.31,-0.87,-0.98,0.08
19.313,-0.89,-0.98,0.12
19.318,-0.94,-0.96,0.11
19.329,-0.98,-0.94,0.12
19.331,-0.99,-0.9,0.1
19.333,-1.01,-0.88,0.07
19.338,-0.99,-0.86,0.07
19.377,-0.96,-0.89,0.05
19.379,-0.95,-0.93,0.07
19.38,-0.92,-0.99,0.05
19.382,-0.91,-1.03,0.06
19.383,-0.91,-1.1,0.09
19.385,-0.92,-1.16,0.08
19.386,-0.94,-1.18,0.1
19.388,-0.98,-1.17,0.12
19.392,-1.01,-1.12,0.14
19.393,-1.06,-1.05,0.16
19.394,-1.1,-0.99,0.19
19.404,-1.13,-0.93,0.21
19.407,-1.16,-0.89,0.21
19.408,-1.15,-0.86,0.23
19.417,-1.13,-0.82,0.26
19.419,-1.11,-0.8,0.3
19.421,-1.08,-0.81,0.33
19.431,-1.05,-0.81,0.35
19.432,-1.01,-0.85,0.39
19.436,-0.96,-0.9,0.41
19.471,-0.92,-0.95,0.41
19.473,-0.93,-0.99,0.43
19.475,-0.96,-1.03,0.43
19.476,-0.97,-1.07,0.43
19.478,-1.01,-1.11,0.41
19.479,-1.03,-1.15,0.36
19.481,-1.04,-1.2,0.32
19.482,-1,-1.29,0.32
